simulation_id,Yield_1M,Yield_3M,Yield_6M,Yield_1Y,Yield_2Y,Yield_3Y,Yield_5Y,Yield_7Y,Yield_10Y,Yield_20Y,Yield_30Y
25,4.486002806894925,4.478719247704902,4.471544918781207,4.4692540251152355,4.5017215527809595,4.571585637025202,4.841348339290032,5.251864856599287,5.917226644860016,6.331517526911093,6.331517526911093
26,6.599492692370941,6.673438925265778,6.776082738573762,6.951939490500698,7.188546100574126,7.28595688733823,7.2071921676977375,6.941280681705779,6.529120743040756,7.008309370932575,7.008309370932575
27,3.0812975272856975,3.13146874406423,3.2056548828085494,3.3492653467507223,3.6103696812111252,3.832482508621201,4.215177614810783,4.545871606968379,4.89458021508186,5.043958069372135,5.043958069372135
28,6.415252409357687,6.524003684570238,6.682684278510295,6.983419538839482,7.513517526246752,7.948474212911262,8.608526661702887,9.052335837204255,9.350783819345025,9.235988214907104,9.235988214907104
29,7.031825753827585,7.027829564780996,7.0184474111361865,6.987330262683295,6.874348899737824,6.700456614542833,6.277805081709455,5.872740269401526,5.477633374670114,5.947247424650949,5.947247424650949
30,2.9891148683727495,2.9550229875367013,2.9041349617368826,2.802530426707051,2.5943095391347173,2.377849141814717,1.9881928116731178,1.7071604203730595,1.4943096452795812,1.818487751153542,1.818487751153542
31,8.631193903764704,8.703983095783432,8.8080017343371,8.9971016432183,9.296793470064788,9.495849681256093,9.686912451839055,9.697637341907065,9.498193708804633,9.314580048345636,9.314580048345636
32,4.384180805565198,4.411866128301025,4.453173960105493,4.533995770409447,4.680677105932305,4.801872616710191,5.016689838248451,5.213847780067057,5.397941946931885,5.369007171969942,5.369007171969942
33,6.151481295150329,6.149614301025666,6.145247798211204,6.130433217192381,6.072947173157827,5.980889730263053,5.780858986592962,5.643570660190359,5.647000263686155,6.402625185173121,6.402625185173121
34,3.56254683642814,3.542246130247802,3.514696502095021,3.468892093108185,3.405537976826598,3.3721534168020297,3.4337737531773533,3.6683476741489875,4.220452301618309,5.125215963167319,5.125215963167319
35,0.7189361340049564,0.7476920400207477,0.7934645808831319,0.893046294658572,1.113046590052398,1.3485831912820692,1.8829406335149672,2.4671022624974226,3.217284419950666,3.4852194588936745,3.4852194588936745
36,3.4316433787240417,3.44503875428503,3.465514531770823,3.5069528477634933,3.584831905684252,3.6521157130128277,3.8114818555133283,4.035852831112819,4.449451908819906,5.151661653661399,5.151661653661399
